"","Tpre","DDpre","Tspawn","DDspawn","DDegg","MLDegg","CSTeggn","CSTeggs","LSTegg","PUTegg","DDyolk","MLDyolk","CSTyolkn","CSTyolks","LSTyolk","PUTyolk","DDlarv","MLDlarv","LSTlarv","DDlate","MLDlate","CSTlaten","CSTlates","LSTlate","PUTlate","DDpjuv","MLDpjuv","CSTpjuvn","CSTpjuvs","LSTpjuv","PUTpjuv","SSHjas","SSHjac","SSHmss","SSHmsc","SSHjas.pre","SSHjac.pre","SSHmsc.pre","SSHmsn.pre","year","type","Y_rec","sd"
"36",-0.524995347563615,-0.524995347822897,-0.323550622090893,-0.356758600202961,0.8005019761114,-0.185646004392485,-0.897522856577972,0.00363354474951749,0.40509851785463,0.714810723343941,0.230586875040122,-0.0869333931857006,-0.809747710668368,0.151586948388786,0.052547334873274,0.207745055501471,0.00231344788907672,-0.300324248801312,-0.220343440624426,-0.0144838203986831,-0.404133005449897,0.0961973491491863,0.630249437909731,-0.508745953936946,-0.226755641739192,-0.443864148599902,-0.164564372562501,0.805379899643885,0.810427463149368,-0.781288973906676,0.933621690574539,0.78805393582678,1.0323036933481,-0.779562573112213,-0.398316156493369,-0.221376871069497,0.0704637526128528,0.0316019263194015,0.462342797922726,2005,"Main_RecrDev",1.129935,0.217140944
"37",1.34909417438439,1.34909417541622,-0.406438081657936,-0.43934410817537,-0.987346031864258,-0.390133576502383,1.27356858896929,-0.519298002768249,0.0824996148561182,1.01086112863514,-0.875545085326657,-0.716613071342021,0.77705904753946,-1.11778586525113,0.542695811400523,1.17623730851327,-0.764087774520691,-0.70315437396922,0.689132887011015,-0.481043053426056,-0.707444021933614,0.0407692161018239,-1.37372205935451,0.391046938059381,0.215710727599644,0.581192248943076,-1.31527430187481,-0.992494092491677,-2.07290761536503,1.48826665801029,1.13372535724769,-0.707610775194129,0.0292324196182641,0.492785526490685,0.258215875785632,0.78805393582678,1.0323036933481,-0.398316156493369,-0.258557657006268,2006,"Main_RecrDev",0.83347,0.225543956
"38",1.16617672754136,1.1661767276012,-0.0327755093140303,-0.067042761205159,-0.186840268938823,0.727813509747248,-0.037133158778476,1.41353543072822,-0.673019066354145,-0.630877316737823,-0.15573507027057,0.757959050767632,0.0940815538399312,1.26682897714682,-0.720576478271493,-0.896940467286363,-0.231619875111368,-0.0852743431291607,-1.17909874089754,-0.681781958629273,-0.347909852759708,0.701512657517661,1.35502542463916,-0.983269707617298,-0.409099651800808,-0.970998089730739,-0.789258886576547,0.92990978116522,-0.220348492244198,-0.616893115135036,-0.352876357373598,-0.73525770990099,-1.27506985218914,-1.40282278795612,-1.42149583206859,-0.707610775194129,0.0292324196182641,0.258215875785632,-0.25123825320754,2007,"Main_RecrDev",-3.575215,0.660059307
"39",-0.69105572872571,-0.691055727626952,-1.05579917452102,-0.944990178348917,-1.39733643747719,-0.0379104008118702,-0.490277115256654,0.395716000101868,-0.137329041258909,-0.989546619105299,-1.25987359424095,0.0816948897849191,-0.540727858924345,0.184636190073897,0.275986273306493,-0.565294561407459,-1.24166182486393,0.225279170831624,0.431130026220944,-1.39805201243685,0.65805289756171,-0.265447962143546,0.0720904953595789,0.331602729973495,1.23743891222199,-0.817579598547549,0.355912177449268,-1.18230960122985,0.159963638556065,0.68305115343794,0.624499049489816,-1.53568730377915,-1.6673154648989,-0.202058558822903,-0.439958266956471,-0.73525770990099,-1.27506985218914,-1.42149583206859,-1.14519933243425,2008,"Main_RecrDev",1.869325,0.209096959
"40",-1.69392524256315,-1.69392524424138,0.00484790697595058,-0.0295564029165367,-1.01557644000353,-0.627538432066415,-1.42868792765716,-0.487544755205408,0.390646111949631,-0.316031434655458,-0.8737094081598,-0.595136245041848,-1.46631980962602,-0.383706878710391,0.220088307690622,-0.185819645491467,-0.895324113853017,-0.358959650485656,0.780975142716778,-0.795599928444472,-0.388735839535077,-0.671282094062811,-0.604029971926645,0.541347446852575,-1.11560226699727,-1.01076956033335,-1.12991218684179,0.339836262143146,0.62638755470287,-0.35872865540399,-2.09423692334267,-0.537008590056497,-0.731124646788902,-0.105811370670155,0.176937625734334,-1.53568730377915,-1.6673154648989,-0.439958266956471,-0.587831378740235,2009,"Main_RecrDev",0.4833155,0.278489534
"41",-0.861583786829192,-0.861583786994766,1.11495318286108,1.07650483898648,0.79300454292515,0.771834336129504,0.197700996834984,-0.622599702659666,0.0838780842314001,0.0882035857871209,0.64211468518153,0.686090114681474,-0.291138806271427,-0.375989401090036,0.410032374905487,0.0957060220521869,0.457493973999021,1.23782951545262,-0.512508368897275,-0.259283927972282,1.70399368472067,1.1003198212587,1.57633259593275,-1.15575503645963,-1.40774231138512,-2.18336536553418,0.209090435367889,0.634920341224494,1.57514260083106,-1.50942156633211,-2.07017049656644,0.983779689437264,0.794431140367484,-1.37754435953068,-1.48257418439576,-0.537008590056497,-0.731124646788902,0.176937625734334,0.0437018529796164,2010,"Main_RecrDev",2.907905,0.199560384
"42",-0.803897471525727,-0.803897472791915,-0.218977776896973,-0.252566711163513,-1.40760666928737,-0.548461336242465,0.207824594297921,-0.426960138860801,-0.0622193141787169,0.165887885033523,-1.38839722725171,-0.53826903693209,-0.755763645164741,-0.891465633390177,0.783344315973605,0.686849217003195,-1.19812685024319,0.167757440697271,1.15781798148522,-1.0921783202264,0.519222324409155,-0.565519352219354,-1.14933437522802,0.991203229322802,1.81648239287805,-1.04576393224427,0.598998781338743,0.30016601648305,-0.0471073780199331,-0.27244499634598,1.95815906289587,-0.903732741523014,-0.75164767241382,-0.439028205097265,-0.356414550057379,0.983779689437264,0.794431140367484,-1.48257418439576,-1.33665483985487,2011,"Main_RecrDev",-0.8300225,0.422640426
"43",-1.2417862365593,-1.24178623636274,-1.30829181394297,-1.19935826061347,-0.95540490315802,-0.477629769718833,0.650355170395,0.472228092804711,-0.483954563691735,-0.82167611689485,-1.19463416097565,-0.473669874560779,0.158494091346185,0.402152108016462,-0.459882504106824,-0.908073278598628,-1.3300486359669,-0.29665927928888,-0.328980859607671,-0.98464825551111,0.30876055279204,-0.69258161016531,-0.127567785880948,0.256262442128672,0.218649932217735,-0.795565634716867,-0.238993039788573,-0.185411425132895,-0.306517661961207,0.276481812896098,0.0636389723733473,-0.784171712269196,-1.03300014389759,0.103020099249259,-0.233871789035241,-0.903732741523014,-0.75164767241382,-0.356414550057379,-0.361698370199104,2012,"Main_RecrDev",0.5710345,0.239371122
"44",-1.08353097906659,-1.08353097853558,-0.999202425394409,-1.02994905483803,-1.05828509601953,0.419325844739158,-0.399797485449998,1.19405356481027,-0.335865420362284,-0.606418103070546,-0.986800424804391,0.375998980773472,-0.720699617614916,0.234318093643721,0.37718793688204,-0.0200923718905625,-0.932115348996749,0.18145911727843,0.630747791301848,-0.734852152147282,-1.12129891051544,-0.575004917542786,-0.406916736053183,0.567476756357305,0.0374814573059575,-0.58257170666881,-0.793652416739874,-0.771550986184914,-1.02738036590319,1.0276072899173,-0.260203450255858,-0.423587776633432,-1.04309166657258,-0.175524086997238,-0.0966417446009816,-0.784171712269196,-1.03300014389759,-0.233871789035241,-0.101218477628642,2013,"Main_RecrDev",-0.9457155,0.445993037
"45",-1.55939963478016,-1.55939963392207,0.451328658719479,0.415297853508576,-0.0749475695968467,-0.951348558279274,-0.325170911632986,-0.0987777244796017,0.617361605918975,0.874671980977813,-0.0940032369449298,-0.7856862513497,-0.583225065252661,-0.628695720297097,0.835459206075455,0.97243463248091,-0.0517681160506788,-0.461428259369765,0.860825609172854,0.205673800912518,-0.805103155085053,-0.754265228662502,-0.888334337231904,0.84930134164742,0.337289374690734,1.84095361693107,-0.168314833780546,-1.46510521046563,-1.77747495871513,1.90904960818499,-0.459822315428456,1.12727826690374,0.82025175414686,1.54192884260104,1.38611343057117,-0.423587776633432,-1.04309166657258,-0.0966417446009816,0.169004861000042,2014,"Main_RecrDev",2.15022,0.227204419
"46",0.110319886158565,0.110319886337546,0.377629527875035,0.341867201401224,1.70510552997929,-0.582387045521501,-0.217505284182991,1.7273042029907,-1.2975198498452,-0.908452143793113,0.790454060545122,-0.528669222829537,-0.248318323144595,0.887796160928081,-0.856965114699904,-0.551228937266932,0.588468082477428,-0.371299502016406,-0.185820713712742,0.63026369728764,-0.170478245331579,-1.1321366547194,-0.275113675279939,0.533835313813906,-0.0957175796772919,2.35084304378373,0.909734462430632,-1.57262364935696,-0.928543778001566,1.6561216386139,0.239662879425819,1.89670535378226,1.59526856236835,2.60772352606817,2.54763994604682,1.12727826690374,0.82025175414686,1.38611343057117,0.959231977721954,2015,"Main_RecrDev",-3.334675,0.652479429
"47",1.56335025792671,1.56335025632381,1.59961402638118,1.73014665757077,1.77059301200275,0.454711545711627,-0.291871437893156,1.17221207672753,-0.0474383277865796,-0.220059473629851,1.75646691327099,0.295188284615906,0.022108228292615,1.501233920672,-0.409860612149628,-0.183445782730093,1.46771106980834,-0.572772349171847,-0.726092367533674,0.950758187133023,-0.549487476282093,0.654701281070062,1.03446880520682,-0.819662300661717,-0.986786059276921,0.697336769516971,-1.02238340602971,-0.210194088844925,0.0660285717665153,0.158637218851269,-0.567268174831791,1.45043236491963,1.01542651212104,0.71922067834674,0.25442521143662,1.89670535378226,1.59526856236835,2.54763994604682,1.53657431144486,2016,"Main_RecrDev",1.810195,0.245887832
"48",1.13676860286432,1.13676860200087,-0.17776398975985,-0.211503057442861,-0.263543689644417,-0.932897167531789,-0.732618345228534,-0.798775391625905,0.56527398878727,0.363650512781927,-0.430959236451828,-0.936758393311529,-0.966531286425443,-0.777002455214445,0.899498858104026,0.531253294051669,-0.19766329262428,-0.909077536284507,0.682935171589822,0.147431397115442,-0.497836241476727,-1.09497378438056,-0.49356941847044,1.11247492212345,0.736977682522945,0.378461249397784,0.306309743111957,-0.182894389453242,1.35187018472378,-0.611843945840951,0.994702503089947,1.04888002281907,0.956067619745131,0.517706742015165,0.40978643920898,1.45043236491963,1.01542651212104,0.25442521143662,-0.713593534225003,2017,"Main_RecrDev",0.499257,0.324736786
"49",1.74904318456283,1.7490431849733,0.160950351653257,0.125977371542861,1.32952972724598,0.954738769090629,0.23529725822041,-0.712269133761248,-0.0452420954370569,1.4767975885909,0.85925325256526,0.822089291452941,0.200447560683315,-0.444215616835113,-0.075085526708031,0.685651220319695,0.656331878293586,0.779743427877235,0.0719376957894368,0.784730572993143,0.667191908842279,-0.178991863328074,-0.25225372637647,0.0984130370692709,0.57388953967501,0.439945866557387,1.31498104598445,-0.220165993531565,-0.779932544051095,-0.0343421353017257,1.14526067724582,0.524645153132091,0.223129843680552,0.660100760219983,0.442038002560922,1.04888002281907,0.956067619745131,0.40978643920898,0.292484644260783,2018,"Main_RecrDev",-0.8865055,0.56673768
"50",0.870701507994223,0.870701509749525,1.33184518470769,1.29260671961072,0.946217818391796,1.42381933763343,-0.561230281158101,0.212263797538766,0.216741224231602,-0.353107294097023,1.05860252938342,1.1614110141815,-0.53275078111116,0.188468889698148,0.147302358056291,-0.332741893785342,1.59085164804011,1.43805210039631,-0.319139386606863,2.13523687493435,-0.694274241985223,-0.260871526285492,-0.291927013187559,-0.0494569280882176,0.217000931215638,0.824298828613483,-0.503757854366231,-0.281532585764321,-0.0277889418084271,0.0824480647682022,0.551973676700529,1.0442460925563,1.13881042607848,0.105253256783924,0.484375691036085,0.524645153132091,0.223129843680552,0.442038002560922,0.14858266968605,2019,"Main_RecrDev",-1.26426,0.729419712
"51",0.980905571307625,0.980905571187203,1.84412734617473,1.97647614892109,0.423199891055876,-0.0207139540972537,-1.05793299535293,-1.38802023101414,1.76852434114909,1.07362158561102,0.683679176218596,0.124564821047138,-0.680245374814058,-1.02756109305706,1.14330733257564,1.03564938773913,1.77233975715434,-0.190661371030428,0.374365514385498,2.18670284820097,0.319847907815529,0.523767750510948,0.850563349082583,-0.695771227899045,-1.36839183458432,0.932662881107785,-0.218704273668004,0.224813464750531,1.09199876772953,-0.319400895190342,-1.45486904219655,0.977104000255832,0.795358925023194,0.410348126579043,0.817175308039608,1.0442460925563,1.13881042607848,0.484375691036085,0.609932830947454,2020,"Main_RecrDev",1.61481,0.4133584
"52",0.665094565863505,0.665094566188251,-1.12506025952103,-1.15534840124065,-1.00771773758468,-0.035154237543212,-1.26885094370507,-1.19969220577971,1.30619581566582,0.359250854089108,-0.87687051609692,-0.0514003862770412,-1.52457242521811,-1.12494707296956,1.48245041414521,0.738617068775713,-0.890616284319742,0.377823868524732,1.18390237185195,-0.379535204784535,0.946361747868885,-1.57079305852715,-0.702574799363532,1.2263709537826,1.20424129103959,0.109246570987487,-0.215864439641058,-1.22672337684892,-0.187404415712531,0.959639356981667,-0.846928442418976,0.0560387312230223,-0.358179106375141,0.715244337044745,0.398095329216592,0.977104000255832,0.795358925023194,0.817175308039608,1.14038289821189,2021,"Main_RecrDev",2.394355,0.44319551
"53",-0.104191258916201,-0.104191257971609,0.13015851172863,0.0952977008906148,-0.49029970467597,-0.713356321324684,-0.886106093858401,-1.04758785975544,1.36309150185811,1.26075783464445,-0.334370642675132,-0.699909400189652,-0.806567930910341,-0.95686484713024,1.1584190239321,1.05855659489376,0.0270746071644362,-0.0865190821988317,1.03692079899839,0.254343041267181,0.592145976618177,-1.67411709124052,-1.08800862290543,1.50220738083608,2.20527193976876,0.0887973347277844,-0.120381882626917,-1.05124451778083,-1.26660043124532,0.903176548350341,0.74480355386197,0.318329957303056,-0.153037941719348,0.361312834861131,0.670219726644003,0.0560387312230223,-0.358179106375141,0.398095329216592,0.385944228176172,2022,"Main_RecrDev",0.6987995,0.840439455
"54",-0.233707273427115,-0.233707274481583,0.0889918577721522,0.0542810158351315,-0.61341806752822,0.257890040004595,-0.505045904132924,-1.1326198013469,0.714082292932844,-0.291467056732592,-0.324423851544794,0.384166227968418,-0.270189011336072,-1.20179595173747,0.827292216348481,-0.121097166587507,0.0563484102036863,0.664648534071502,0.960132303741442,0.61608937851766,0.541387385477968,-1.07858629481651,-0.988301601216767,1.03739607025596,0.548102459803753,-0.0446677603356691,-0.552872097304442,-1.59475748305916,-0.125707500846638,1.03085714156847,0.184496388198413,0.63270596880296,1.22939646918125,1.83268667803007,1.92819885908696,0.318329957303056,-0.153037941719348,0.670219726644003,1.4453687593054,2023,"",NA,NA
"55",0.744934771852642,0.744934770493101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63270596880296,1.22939646918125,1.92819885908696,1.79401797587172,2024,"",NA,NA
